asset,amount,usd_value
BTC,0.02991037,3242.311921232
USD,1586.82,1586.82
SOL,4.07797395,608.8007309954999
MNT,4.9580328,2.8404569911199995
USDT,0.027396,0.027396
SAHARA,0.28572733,0.021700990713500002
SPK,0.45191876,0.013911867107839999
NEWT,0.02852764,0.008874948803999999
LAYER,0.01341662,0.00814388834
ETH,7.5e-07,0.0019133925
BNB,1.7e-07,0.0001121728
ANC,5.72e-06,1.8023720000000004e-07
